skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,Month Code of September,2,,6,4,5,,
1,0,Find the Remainder for the year 2013,1,,1,3,2,,
1,0,2054 is a leap year,FALSE,,TRUE,FALSE,,,
1,0,What is the month code of January in 2018,1,,6,5,4,,
1,0,In 2004 what is the month code of June,2,,2,3,4,,
1,0,Find the Remainder for the year 2097,1,,1,2,3,,
1,0,Month Code of December,3,,5,6,4,,
1,0,2094 is a Leap Year,FALSE,,TRUE,FALSE,,,
1,0,What is the month code of February in 2020,2,,2,1,0,,
1,0,Find the Remainder for the Year 2048,3,,2,1,0,,
1,0,Find the Remainder for the year 2069,1,,1,0,3,,
1,0,2016 is a Leap Year,TRUE,,FALSE,TRUE,,,
1,0,Month Code of January,1,,6,5,1,,
1,0,"In the Leap Year, Month Code of March is",3,,0,1,2,,
1,0,Find the Remainder for the Year 2075,2,,1,3,2,,
1,0,"In the Leap Year, Month Code of February is",2,,0,1,2,,
1,0,2086 is a Leap Year,FALSE,,TRUE,FALSE,,,
1,0,Find the remainder for the year 2006,3,,3,1,2,,
1,0,Month Code of May,2,,1,0,3,,
1,0,2064 is a Leap Year,TRUE,,FALSE,TRUE,,,
