skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,3 4 x 7 4 = ?,1,,2516,2616,2816,,
1,0,2 3 x 8 3 = ?,3,,1609,199,1909,,
1,0,9 1 x 1 1  =?,1,,1001,2001,901,,
1,0,7 6 x 3 6 = ?,2,,2136,2736,2712,,
1,0,3 3 x 7 3 = ?,2,,2109,2409,2490,,
1,0, 2 2 x 8 2 = ?,1,,1804,1604,184,,
1,0,4 3 x 6 3  =  ?,2,,2409,2709,279,,
1,0,3 7 x 7 7 = ?,3,,2149,2814,2849,,
1,0,8 1 x 2 1 = ?,2,,1601,1701,1801,,
1,0,9 4 x 1 4 = ?,3,,916,1416,1316,,
1,0,2 9 x 8 9 = ?,2,,1681,2581,2481,,
1,0,3 8 x 7 8 = ?,3,,2864,2164,2964,,
1,0,4 2 x 6 2 = ?,1,,2604,264,2614,,
1,0,4 7 x 6 7 = ?,2,,2449,3149,3049,,
1,0,9 6 x 1 6 = ?,1,,1536,936,1636,,
1,0,3 5 x 7 5  =  ?,2,,2125,2625,2525,,
1,0,7 3 x 3 3 = ?,1,,2409,249,2109,,
1,0,2 8 x 8 8 = ,3,,2484,1664,2464,,
1,0,1 7 X 9 7 = ?,1,,1649,949,1609,,
1,0,4 1 X 6 1 = ? ,2,,251,2501,2510,,
