skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,2 4 x 2 6 = ?,1,,624,634,424,,
1,0,3 1 x 3 9 = ?,1,,1209,129,1219,,
1,0,8 1 x 8 9 = ?,2,,6409,7209,729,,
1,0,1 2 5 x 1 2 5 = ?,3,,15635,14425,15625,,
1,0,1 1 2 x 1 1 8 = ?,1,,13216,12116,13208,,
1,0,9 2 x 9 8 = ?,2,,9116,9016,8116,,
1,0,7 3 x 7 7 = ?,2,,5721,5621,5631,,
1,0,3 8 x 3 2 =?,3,,1316,916,1216,,
1,0,7 2 x 7 8 = ?,2,,4916,5616,5516,,
1,0,1 0 2 x 1 0 8 = ?,1,,11016,10016,11116,,
1,0,2 4 1 x 2 4 9 = ?,1,,60009,6009,600009,,
1,0,1 5 1 x 1 5 9 = ?,1,,24009,2409,24109,,
1,0,5 1 x 5 9 = ?,2,,3019,3009,309,,
1,0, 1 8 x 1 2 = ?,3,,226,116,216,,
1,0,1 9 1 x 1 9 9 = ?,2,,38109,38009,3809,,
1,0,6 4 x 6 6 = ?,3,,3724,3624,4224,,
1,0,3 3 x 37 = ?,1,,1221,921,12021,,
1,0,4 5 x 4 5 = ?,3,,2125,1625,2025,,
1,0,6 3 x 6 7 = ? ,3,,4321,3621,4221,,
1,0,7 1 x 7 9 = ?,1,,5609,569,5309,,
