skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,Find Cube of 27 = ?,3,,19673,19693,19683,,
1,0,Find cube of 16 = ?,2,,4056,4096,4076,,
1,0,Find cube of 84 = ?,2,,593704,592704,594704,,
1,0,Fin d c u b e o f 9 2 = ?,3,,7 7 8 7 8 8,7 7 8 9 8 8,7 7 8 6 8 8,,
1,0,Fin d C u b e O f 6 3 = ?,2,,2 6 0 0 4 7,2 5 0 0 4 7,2 8 0 0 4 7,,
1,0,Fin d C u b e O f 4 5 = ?,1,,9 1 1 2 5,9 2 2 2 5,9 3 2 2 5,,
1,0,Fin d C u b e O f 3 8 = ?,1,,5 4 8 7 2,5 4 7 7 2,5 4 9 7 2,,
1,0,Fin d C u b e o f 7 3 = ?,2,,3 9 8 0 1 7,3 8 9 0 1 7,3 8 9 9 1 7,,
1,0,Fin d C u b e O f 1 4 = ?,1,,2 7 4 4,2 8 4 4,2 6 4 4,,
1,0,Fin d C u b e o f 8 9 = ?,1,,7 0 4 9 6 9,7 1 4 9 6 9,7 2 4 9 6 9,,
1,0,Fin d C u b e o f 5 4 = ?,2,,1 5 7 5 6 4,1 5 7 4 6 4,1 5 6 4 6 4,,
1,0,Find Cube of 42 = ?,3,,75088,76088,74088,,
