skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,"Table of 63 = 63,126,189,252,315,378,441,504,567,630",1,,TRUE,FALSE,,,
1,0,"Table of 24 = 24,48,72,96,120,144,168,192,216,240",1,,TRUE,FALSE,,,
1,0,"Table of 38 = 38,76,114,152,190,228,266,304,342,380",1,,TRUE,FALSE,,,
1,0,"Table of  79 = 79,158,237,316,395,474,553,632,711,790",1,,TRUE,FALSE,,,
1,0,"Table of 66 =66,132,198,264,330,396,462,528,594,660",1,,TRUE,FALSE,,,
1,0,"Table of 87=87,174,261,348,435,522,609,696,783,870",1,,TRUE,FALSE,,,
1,0,"Table of 98 = 98,196,294,391,492,588,687,785,882,980",2,,TRUE,FALSE,,,
1,0,"Table of 47=47,94,141,188,235,283,328,372,423,470",2,,TRUE,FALSE,,,
1,0,"Table of 17=17,34,51,69,88,105,121,135,154,170",2,,TRUE,FALSE,,,
1,0,"Table of  51 = 51, 102,153,214,265,307,357,408,459,510",2,,TRUE,FALSE,,,
1,0,6 0 0 0 0 0 - 1 8 6 7 = ?,1,,58133,59133,56133,,
1,0,10 0 0 0 -9 2 5 8 = ?,2,,748,742,798,,
1,0,2 0 0 0 0 - 9 3 6 0 = ?,1,,10640,11640,12630,,
1,0,7 0 0 0 - 4 1 9 = ?,2,,6871,6581,6692,,
1,0,3 0 0 0 - 1 2 5 2 = ?,3,,1678,4948,1748,,
1,0,8 0 0 0 0 - 9 6 4 1 = ?,2,,70356,70359,70856,,
1,0,5 0 0 0 - 4 1 2 6 = ?,1,,874,974,674,,
1,0,9 0 0 0 - 4 1 3 1 = ?,1,,4869,5869,6896,,
1,0,1 0 0 0 0 - 9 0 1 0 1 = ?,2,,70101,80101,90101,,
1,0,6 0 0 0 0-9 0 1 9 =?,3,,55982,51982,50981,,
