skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,1 0 0 0 0 0 - 1 8 9,1,,99811,98811,99812,,
1,0,4  0 0 0 - 2 4 1 9 = ?,2,,2571,1581,2581,,
1,0,7 0 0 0 0 0 - 2 0 1 5 0 7 = ?,3,,598483,598493,498493,,
1,0,1 0 0 0 0 - 1 0 0 9 = ?,2,,991,8991,9891,,
1,0,3 0 0 0 - 1 4 3 6 = ?,1,,1564,2564,1554,,
1,0,9 0 0 - 8 1 7 = ?,3,,183,173,83,,
1,0,1 0 0 0 0 - 9 9 1 8 = ?,1,,82,182,72,,
1,0,4 0 0 0 0 - 3 9 4 03 = ?,1,,597,1597,587,,
1,0,5 0 0 0 0 0 - 1 3 8 4 7 = ?,3,,496153,486152,486153,,
1,0,7 0 0 0 - 5 2 1 9 = ?,3,,1791,1781,2781,,
1,0,6 0 0 0 0 - 5 8 0 9 1 = ?,1,,1909,1809,11909,,
1,0,2 0 0 0 0 - 1 2 4 3 5 = ?,3,,7575,17565,7565,,
1,0,9 0 0 0 - 1 8 9 1 = ?,1,,7109,8109,7119,,
1,0,1 0 0 0 0 - 9 9 9 9 = ?,2,,111,1,11,,
1,0,8 0 0 0 0 0 - 4 4 2 2 6 6 =?,3,,357733,457734,357734,,
1,0,5 0 0 - 8 9 = ?,2,,311,411,401,,
1,0,1 0 0 0 - 5 0 1 =?,2,,599,499,489,,
1,0,9 0 0 0 - 1 2 3 = ?,3,,9877,8878,8877,,
1,0,40000 - 31039 = ?,1,,8961,18961,8951,,
