skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,5 6 2 x 1 0 0 8 = 5 6 6 4 9 6,1,,Right,Wrong,,,
1,0,1 9 1 x 4 4 =8 6 0 4 ,2,,Right,Wrong,,,
1,0,2 5 4 7 x 9 1 6 = 2 3 3 3 0 7 2 ,2,,Right,Wrong,,,
1,0,4 2 5 1 x 9 8 2 = 4 1 7 4 4 8 2,1,,Right,Wrong,,,
1,0,2 1 4 7 x 9 6 3 = 2 0 6 7 5 6 1,1,,Right,Wrong,,,
1,0,Square of 14 = 1 5 6 ,2,,Right,Wrong,,,
1,0,Square of 6 4 7 = 4 1 8 6 2 9 ,2,,Right,Wrong,,,
1,0,Sqaure of 5 2 8 = 2 7 8 7 8 4,1,,Right,Wrong,,,
1,0,Square of 9 3 1 7 =  8 6 8 0 6 48 9,1,,Right,Wrong,,,
1,0,Square of 7 9 = 6 2 4 1,1,,Right,Wrong,,,
1,0,Cube Of 6 5 = 2 7 4 6 2 5,1,,Right,Wrong,,,
1,0,Cube Of 1 8 =5 8 3 2,1,,Right,Wrong,,,
1,0,Cube Of 3 7 = 5 0 7 5 3,2,,Right,Wrong,,,
1,0,Cube Of 2 9 = 2 4 3 6 9,2,,Right,Wrong,,,
1,0,Cube Of  9 2 = 7 7 8 6 6 8,2,,Right,Wrong,,,
