skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,"On 1st January , it was Thursday . In the same year, which day will come five times in the February ?",1,,Sunday,Monday,Saturday,,
1,0,"In 2007 Independence day falls on Wednesday. In the same year ,on which day the Republic day was ?",1,,Friday,Thursday,Sunday,,
1,0,"If 20th century was started on Friday , find the day on which 21st century started ?",1,,Thursday,Monday,Wednesday,,
1,0,"Prabhas is Elder than his sister by 231 days . If his sister was born on Sunday, then when was Prabhas Born",3,,Saturday,Monday,Sunday,,
1,0,"If, the year 2000 starts by Saturday,which day was on 1 January 1999 ?",2,,Saturday,Friday,Thursday,,
1,0,"On 1st May , it was Thursday . In the same year, which day will come five times in the September ?",1,,Monday,Sunday,Thursday,,
1,0,"If 20th century was started on Tuesday , find the day on which 21st century started ?",3,,Sunday,Thursday,Monday,,
1,0,"If children’s day falls on Friday, in the same year , on which day Gandhi Jayanti was ?",3,,Friday,Wednesday,Thursday,,
1,0,"If, the year 2000 started on Sunday , which day was on 1 January 1999 ?",2,,Friday,Saturday,Sunday,,
1,0,"0 Meena is Younger than her Brother by 702 days . If she was born on Saturday , then when was her Brother Born ?",3,,Tuesday,Monday,Thursday,,
