skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,1 4 x 1 6 =?,2,,214,224,194,,
1,0,1 4 6 x  1 0 8 = ?,1,,15768,15468,154368,,
1,0,1 0 8 9 x 1 0 1 3 = ?,3,,11021157,1102157,1103157,,
1,0, 1 1 2 x 1 1 1 = ?,2,,12332,12432,123132,,
1,0,1 4 2 6 x1 0 1 2 = ?,2,,14381112,1443112,1448112,,
1,0,1 3 0 x 1 4 1 = ?,1,,183322,171130,17130,,
1,0,1 2 6 3 x 1 0 1 2 =  ?,2,,12781156,1278156,12751156,,
1,0, 1 9 x 1 3 = ?,3,,227,147,247,,
1,0,1 6 4 x 1 0 6 = ?,2,,170184,17384,170384,,
1,0,1 5 0 3 x 1 0 0 8 = ?,2,,1511424,1515024,1511024,,
1,0,1 4 x 1 8 = ?,1,,252,242,262,,
1,0,1 4 2 x 1 2 6 = ?,2,,17882,17892,17792,,
1,0,1 1 2 4 x 1 0 1 1  =?,2,,1136264,1136364,1136464,,
1,0,1 3 4 6 x 1 0 0 9 =?,1,,1358114,1355114,1356114,,
1,0, 1 9 x 1 8 = ?,3,,352,332,342,,
1,0,1 1 8 x 1 0 7 = ?,2,,12526,12626,12536,,
1,0,1 4 2 4 x 1 0 0 7 = ?,3,,1433868,1431968,1433968,,
1,0,1 2 5 x 1 0 5 = ?,1,,13125,13025,13035,,
1,0,1 4 3 x 1 0 9 = ?,2,,15278,15587,14287,,
1,0,1 7 x 1 8 = ?,2,,296,306,286,,
