skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,In Marathi/Hindi Rhyming words for,1,,TRUE,FALSE,,,
1,0,In Marathi/Hindi Rhyming words for,1,,,,,,
1,0,In Marathi/Hindi Rhyming words for,1,,,,,,
1,0,In Marathi/Hindi Rhyming words for,1,,,,,,
1,0,In Marathi/Hindi Rhyming words for,1,,,,,,
1,0,"In English Rhyming words System, We can use the words-Sun,dun,bun for Number = 1",1,,,,,,
1,0,"In English Rhyming words System, We can use the words-dive,live for Number = 5",1,,,,,,
1,0,"In English Rhyming words System, We can use the words- fine,wine,shine for Number = 2",2,,,,,,
1,,Word Shirt Inn is used for Number = 15,2,,,,,,
1,0,Word Heaven is used for Number = 7,1,,,,,,
