skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,Find Cube Root Of 74088 = ?,1,,42,41,48,,
1,0,Find Cube Root Of 5832 = ?,2,,16,18,12,,
1,0,Find Cube Root Of 42875 = ?,3,,25,45,35,,
1,0,Find Cube Root Of 804357 = ?,1,,93,92,97,,
1,0,Find Cube Root Of 103823 = ? = ?,3,,45,43,47,,
1,0,Find Cube Root Of 10648 = ?,2,,21,22,28,,
1,0,Find Cube Root Of 704969 = ?,1,,89,81,83,,
1,0,Find Cube Root Of 29791 = ?,3,,41,21,31,,
1,0,Find Cube Root Of 117649 = ?,2,,59,49,39,,
1,0,Find Cube Root Of 314432 = ?,1,,68,78,62,,
