skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,"Ratio of age of 2 brothers is 1:5, difference between there age is 12 year.Find there age.",1,,15 years & 3 years,12 years & 3 years,20 years & 4 years,,
1,0,Ratio of age of Motu & Patlu is 7:3 & Addition of their age is 40. Find the ratio of their age after 4 years ?,2,,28:12:00,2:01,1:02,,
1,0,"Difference between age of Ram & Sham is 7 years, Ram is elder than Sham. Age of their father is 61 year, Father is 3 years bigger than their mother. Ram’s age is half of his mother. Find Sham’s age ?",1,,22 Years,29 Years,27 Years,,
1,0,"After 6 years, Vidhya's age will be 2/3 of her Brother’s age. 6 years ago their age ratio was 12:21, Find Vidhya’s present age ?",1,,30,36,24,,
1,0,"Anjali is 32 years bigger than her Son, after 2 years Anjali’s age will be Triple of her son.Find Anjali’s present age ?",2,,14 Years,46 Years,44 Years,,
1,0,Narendra have 3 children. 1st is 8 years bigger than 2nd & 2nd is 2 years bigger than 3rd . Total of their age is 27 . Find the age of elder one ?,1,,15 Years,5 Years,13 Years,,
1,0,Ratio of age of Bharati & Rajashree is 1:3 . Bharati is 4 years younger than Rajashree. Find the ratio of their age after 3 years.,3,,1:03,9:05,5:09,,
1,0,Difference between age of Vikram & Amar is 8 years. After 6 years Vikram’s age will be 2 times the Amar’s age. Find there present age ?,2,,Vikram-9 Y & Amar-1 Y,Vikram-10 Y & Amar-2 Y,Vikram–2 Y & Amar-10 Y,,
1,0,Ratio of age of Nayana & Netra is 1 : 3 . Nayana is 6 years younger than Netra . Find the ratio of their age after 5 years.,3,,3:06,7:10,8:11,,
1,0,"Ratio of age of two brothers is 1:5 , Difference between their age is 12 years. Find their age.",1,,15 Years & 3 Years,12 Years & 3 Years,16 Years & 4 Years,,
1,0,"Ratio of age of Reshma & Rajiya is 5 : 3 & After 10 years, ratio of their age will be 7 : 5 . Find the difference between their present age?",2,,5 Years,10 Years,15 Years,,
1,0,"After 3 years, Nisha's age will be 1/4 of her Father’s age. 3 years ago their age ratio was 1 : 10, Find Nisha’s present age ?",1,,6 Years,9 Years,3 Years,,
1,0,"After 3 years, Nisha's age will be 1/4 of her Father’s age. 3 years ago their age ratio was 1:10, Find Nisha’s Fathers present age ?",3,,30 Years,36 Years,33 Years,,
1,0,Sameer have 4 children. 1st is 12 years bigger than 2nd & 2nd is 5 years bigger than 3rd . & 3rd is 1 year bigger than 4th. Total of theirage is 37 . Find the age of elder one ?,1,,21 Years,18 Years,15 Years,,
1,0,Difference between age of Rahul & Sahil is 9 years. 7 years before Rahul’s age was 4 times the Sahil’s age. Find there present age ?,2,,Rahul-17 Y & Sahil-8 Y,Rahul-19 Y & Sahil-10 Y,Rahul–15 Y & Sahil-6 Y,,
1,0,"Vaishali is 27 years bigger than her Daughter, after 3 years Vaishali’s age will be double of her Daughter. Find Vaishali’s present age ?",2,,48 Years,51 Years,54 Years,,
1,0,Ratio of age of Appu & Pappu is 6 : 5 & Addition of there age is 55 .Find the ratio of their age before 5 years,2,,7:06,5:04,6:05,,
1,0,Ratio of age of Tom & Jerry is 1 : 2 . Tom is 1 years younger than Jerry . Find the ratio of their age after 5 years?,3,,7:08,7:06,6:07,,
1,0,"Difference between age of Karan & Arjun is 3 years, Karan is Younger than Arjun. Age of their father is 59 year, Father is 5 year bigger than their mother. Karan’s age is half of his mother. Find Arjun’s age .",1,,"30 Years
",27 Years,24 Years,,
1,0,"Ratio of age of Hulk & Iron Man is 7 : 4 & After 4 years, ratio of there age will be 15 : 9 . Find the difference between their present age?",2,,16 Years,24 Years,8 Years,,
