skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,6 8 5 x 2 5 = ?,1,,17125,17225,18125,,
1,0,8 9 8 x 2 5 = ?,2,,23455,22450,25655,,
1,0,7 5 9 x 2 5 = ?,3,,19975,20758,18975,,
1,0,9 6 9 x 2 5 =?,1,,24225,25985,27545,,
1,0,4 8 7 6 x 2 5 = ?,2,,125900,121900,1285940,,
1,0,6 8 9 5 x 2 5 = ?,3,,173658,175465,172375,,
1,0,9 8 7 5 x 2 5 = ?,2,,684175,246875,687495,,
1,0,8 9 7 8 x 2 5 = ?,1,,224450,47135987,4789561,,
1,0,8 9 8 7 x 2 5 = ?,3,,2346568,2245687,224675,,
1,0,8 9 6 8 x 5 4 = ?,2,,4845756,484272,487598,,
1,0,4 2 x 2 5 =?,1,,1050,1151,1152,,
1,0,4 4 x 2 5 = ?,2,,1200,1100,1125,,
1,0,3  5 7 x 2 5 = ?,3,,8975,8950,8925,,
1,0,9 5 7 x 2 5 = ?,2,,23850,23925,23825,,
1,0,2 4 7 6 x 2 5 = ?,1,,61990,61950,61925,,
1,0,9 2 x 2 5 = ?,3,,2200,2400,2300,,
1,0,5 3 x 2 5 = ?,1,,1325,1425,1525,,
1,0,5 7 2 x 2 5 =?,2,,15300,14300,14500,,
1,0,2 5 8 x 2 5 = ?,3,,7450,6650,6450,,
1,0,3 1 4 6 x 2 5 = ?,1,,78650,76850,79860,,
