skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,5 4 3 7 x 5 7 8 = ?,2,,3142686,3142586,3143586,,
1,0,3 7 4 1 2 x 1 7 4 6 = ?,2,,66325352,65321352,66351352,,
1,0,8 2 4 9 x 6 5 7 = ?,3,,5419893,5416593,5419593,,
1,0,2 5 2 7 x 3 7 1 = ?,3,,937717,937517,936517,,
1,0,3 8 7 6 x 7 4 5 9 = ?,1,,28911084,29811084,27811084,,
1,0,8 1 2 7 x 4 0 1 7 = ?,2,,32646859,32646159,32656159,,
1,0,6 7 8 4 2 x 3 4 = ?,1,,2306628,2308628,2306528,,
1,0,9 5 5 7 4 x 1 4 4 = ?,2,,13862656,13762656,13762856,,
1,0,4 6 0 6 9 x 3 4 7 = ?,3,,15988943,15985973,15985943,,
1,0,8 9 3 x 5 4 = ?,3,,49222,47222,48222,,
1,0,6 3 1 4 x 3 6 = ?,1,,227304,225304,226304,,
1,0,6 3 1 0 4 x 3 1 3 6 = ?,2,,197895244,197894144,197996144,,
1,0,3 1 3 0 x 3 2 1 = ?,2,,1004930,1004730,1004830,,
1,0,8 2 7 x 5 8 = ?,3,,47866,47965,47966,,
1,0,2 5 8 1 x 8 1 1 = ?,1,,2093191,2095191,20934191,,
1,0,2 5 7 x 3 1 6 = ?,1,,81212,83212,84212,,
1,0,2 3 3 7 1 x 8 0 8 = ?,2,,18884768,18883768,18863768,,
1,0,9 3 1 5 x 3 4 6 = ?,2,,3282990,3222990,3224990,,
1,0,9 6 0 4 x 9 8 = ?,1,,941192,942192,941292,,
1,0,2 9 1 6 x 5 4 = ?,3,,157364,157565,157464,,
