skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,7 1 - 4 3 = ?,2,,38,28,18,,
1,0,8 4 - 4 9 = ?,1,,35,45,25,,
1,0,6 2 - 3 8 = ? ,1,,24,26,34,,
1,0,8 8 - 5 9 = ?,2,,39,29,28,,
1,0,4 1 - 2 7 =?,3,,22,24,14,,
1,0,5 3 - 3 5 = ?,1,,18,28,17,,
1,0,4 8 - 2 6 = ?,2,,24,22,12,,
1,0,9 1 - 7 6 = ?,1,,15,25,35,,
1,0,7 6 - 4 8 = ?,3,,36,38,28,,
1,0,4 0 - 1 9 = ? ,3,,22,31,21,,
1,0,6 1 - 2 9 = ? ,2,,42,32,22,,
1,0,2 9 - 1 8 = ?,1,,11,9,21,,
1,0,7 3 - 9 = ?,1,,62,63,64,,
1,0,8 0 - 3 9 = ?,3,,51,31,41,,
1,0,6 6 - 29 = ?,1,,37,27,26,,
1,0,7 1 - 1 7 = ?,2,,44,54,53,,
1,0,9 8 -5 9 = ?,3,,37,38,39,,
1,0,4 4 - 1 8 = ?,1,,26,24,28,,
1,0,9 1 -1 9 = ? ,1,,61,72,62,,
1,0,5 1 - 1 5 = ?,1,,36,26,46,,
