skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,9 4 7 8 6 + 8 4 7 6 8 + 8 6 7 4 6 + 9 7 4 3 7 =?,3,,363627,363637,363737,,
1,0,"Table of 89 =89,178,267,356,445,534,623,712,801,890",1,,Right,Wrong,,,
1,0,2 8 X 7 6 = ?,2,,2118,2128,2138,,
1,0,Find Sqaure Of 47.,1,,2209,2249,2109,,
1,0,Find Sqaure Root Of 576.,1,,24,26,34,,
1,0,Find Cube Of 87 .,2,,658403,658503,658513,,
1,0,5 7 6 0 7 x 3 8 4 = ?,2,,22221088,22121088,22121188,,
1,0,Find Cube Root Of 117649 .,3,,47,41,49,,
1,0,4 0 0 0 0 0 - 3 8 7 6 1 9 = ?,1,,12381,12380,12371,,
1,0,Find Cube Root Of 658503 .,2,,77,87,83,,
1,0,9 0 0 0 0 - 8 9 9 9 = ?,2,,10,1,11,,
1,0,3 8 6 x 4 7 3 = ?,2,,172578,182578,183578,,
1,0,Find Sqaure Of 58.,3,,3264,3304,3364,,
1,0,Find Sqaure Root Of 676.,1,,26,24,36,,
1,0,7 7 + 8 7 = ?,1,,164,154,174,,
1,0,"Table of 46 =46,92,135,185,230,276,322,369,418,460",2,,Wrong,Right,,,
1,0,478647 Divide By 46 .,2,,Q=145 R=17,Q=10405 R=17,Q=1050 R=17,,
1,0,876857 Divide By 89.,1,,Q=9852 R =29,Q=9842 R=29,Q=9850 R=19,,
1,0,8 9 1 X 7 8 = ?,3,,69598,68498,69498,,
1,0,Find Sqaure Of 97.,3,,9449,949,9409,,
1,0,Find Sqaure Root  Of 1296.,2,,46,36,34,,
1,0,Find Cube Of 39.,2,,1521,59319,59309,,
1,0,9 0 1 7 8 x 4 3 8 3 = ?,1,,395250174,394251174,395006174,,
1,0,Find Cube Root Of 1331,3,,21,19,11,,
1,0,1 0 0 0 0 0  - 9 9 9 9 = ?,1,,90001,9001,90000,,
1,0,8 0 0 0 0 -6 6 3 6 6 = ?,3,,23634,13633,13634,,
1,0,8 3 0 7 4 6 + 9 3 7 6 0 8 + 4 7 8 7 7 8 + 9 4 3 4 3 4 = ?,1,,3190566,3191566,3090566,,
1,0,"Table of 38 =38,76,,114,152,190,228,266,304,342,380",1,,Right,Wrong,,,
1,0,3 8 9 1 5x 6 4 0 3 = 249172745,1,,Right,Wrong,,,
1,0,9 0 0 2 x 4 7 8 6 4 = 430870278,2,,Right,Wrong,,,
1,0,Square Of 86 =7396,1,,Right,Wrong,,,
1,0,Square Root Of 5776 = 74,2,,Right,Wrong,,,
1,0,Cube of 19 = 6849,2,,Right,Wrong,,,
1,0,Cube Root of 804357 = 97,2,,Right,Wrong,,,
1,0,Square Of 49 = 2401,1,,Right,Wrong,,,
1,0,Find Cube of 77 ,1,,456533,5929,456733,,
1,0,Find Cube Root Of 704969.,3,,83,79,89,,
1,0,7 0 0 0 0 0 0 - 6 0 9 0 1 = ?,3,,6939009,6939098,6939099,,
1,0,Find Cube Root of 571787.,1,,83,87,93,,
1,0,Cube of 88 = 7744 ,2,,Right,Wrong,,,
1,0,Cube Root of 35791 =81,2,,Right,Wrong,,,
1,0,Square Root of 9801 = 99,1,,Right,Wrong,,,
1,0,"Table of 59  = 59,118,177,236,295,354,413,472,531,590",1,,Right,Wrong,,,
1,0,"Table Of 41 = 41,82,124,164,215,247,287,328,369,410",2,,Right,Wrong,,,
1,0,"Table of 97 = 97,194,291,389,486,582,679,776,874,970",2,,Right,Wrong,,,
1,0,141346 Divided by 41.,1,,Q=3447  R=19,Q=3347 R=19,Q=3457 R=19,,
1,0,100308 Divided by 97,3,,Q=134 R=1,Q=134 R=10,Q=1034 R=10,,
1,0,Find Square of 38,2,,1434,1444,1344,,
1,0,Find Square Root of 1681.,2,,49,41,31,,
1,0,Find Sqaure Root Of 9025,1,,95,85,105,,
