skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,A shopkeeper Sold a Ring Light at Rs.4800 @ 20% profit.Find the sell price if profit would be 30%.,3,,5400,5100,5200,,
1,0,"One Goggle sold at Rs.540 @ 35% profit.Find the profit amount.
",2,,RS 120,RS 140,RS 125,,
1,0,"A Shopkeeper sold Fan at RS.1900 @ 5% Loss.If he want to make 15% profit on same fan, Find the sell
price.",1,,2300,2100,2000,,
1,0,Sampada purchase a Teddy @ RS.360 & sell it @ Rs.540 find % profit?,1,,50,25,40,,
1,0,"MRP of a car is 9,50,000.Distributors CP is 8,50,000.If he gave 5% discount to a customer.Find the profit
amount.",2,,53500,52500,47500,,
1,0,"Cost price of 10 pen & 35 pencils is RS.20/pen & Rs.6/pencil respectively.After sale,Shopkeeper got 25%
profit on pens & 40% profit on pencils .Find total sell price?",1,,544,520,540,,
1,0,"A shopkeeper fixed a price tag of RS.10800 on a Dining Table. After giving 9% discount he cold generate
profit of 17 % on C.P. Find the cost price.",2,,8600,8400,9828,,
1,0,Mahendra sell a Activa @ Rs.84000 at 16% Loss. Find cost price?,3,,RS 120000,RS 140000,RS 100000,,
1,0,A Shopkeeper sold a yoga mat at Rs.850 @15% Discount.Find the sell price if discount would be 20%.,3,,810,825,800,,
1,0,Punit purchased 25 bats @ RS 1600 /Bat & sell total Bats @ Rs.50000 .Find % profit.,1,,25%,20%,30%,,
1,0,"One shopkeeper sold a chair at Rs.2200 @ 12% loss. If he sold that chair @ Rs.3600, what should be the
% profit?",2,,4025%,44%,24%,,
1,0,Anwar sell a fridge @ RS.9800 @ 30% Loss. Find cost price.,2,,12000,14000,15000,,
1,0,"A shopkeeper sold a inverter @ RS.8500/- @ 15% loss. If he want to make 15% profit on same inverter,
Find the sell price.",2,,10500,11500,12000,,
1,0,"Cost price of 20 kg mangoes & 60 kg apples is Rs. 60/kg & RS.120/kg respectively. After sale,
Shopkeeper got 20% profit on mangoes & 30% profit on apples. Find total sell price profit.",1,,10800,10000,8400,,
1,0,"MRP of a washing machine is 51000, shopkeeper CP is RS.38000/-, If he gave 15% discount to a
customer.Find the profit amount.",2,,5450,5350,5550,,
1,0,A shopkeeper sold a cricket kit @ RS.2800 @ 12% discount. Find the sell price if discount would be 16%.,3,,2875,2850,2900,,
1,0,"A shopkeeper fixed a price tag of RS.3100 on a juicer. After giving 16% discount he could generate profit
of 24% on C.P. Find the cost price.",3,,2000,2600,2100,,
1,0,Reshma purchase a bag @ RS.450 & sell it at RS.396.Find % loss.,1,,12% LOSS,25% LOSS,18% LOSS,,
1,0,A shopkeeper sold a bed at Rs.22200 @ 11 % profit.Find the sell price if profit would be 21%.,2,,24100,24200,24000,,
1,0,One photo frame sold at Rs.1530 @ 25% profit.Find the profit amount.,1,,306,36,316,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
