skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,19 Oct. 1976,1,,Tuesday,Wednesday,Friday,,
1,0,10 Feb. 1940,2,,Sunday,Saturday,Monday,,
1,0,1 April .2003,3,,Sunday,Monday,Tuesday,,
1,0,20 July .1902,2,,Monday,Sundat,Tuesday,,
1,0,2 Sept .1901,1,,Monday,Tuesday,Wednesday,,
1,0,26 June .1908,2,,Thursday,Friday,Saturday,,
1,0,15 Feb .1927,3,,Sunday,Monday,Tuesday,,
1,0,31 Jan .1941,1,,Friday,Saturday,Sunday,,
1,0,2 Aug .2089,2,,Sunday,Tuesday,Monday,,
1,0,14 Mar .1981,3,,Sunday,Monday,Saturday,,
