skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,Find Square Root of 544644 = ?,2,,728,738,732,,
1,0,Find Square Root of 36481 = ?,1,,191,199,181,,
1,0,Find Square Root of 944784 = ?,3,,927,982,972,,
1,0,Find Square Root of 707281 = ?,1,,841,849,851,,
1,0,Find Square Root of 412164 = ?,2,,648,642,632,,
1,0,Find Square Root of 946729 = ?,3,,977,937,973,,
1,0,Find Square Root of 116964 = ?,1,,342,348,352,,
1,0,Find Square Root of 173056 = ?,1,,416,414,406,,
1,0,Find Square Root of 213444 = ?,2,,468,462,472,,
1,0,Find Square Root of 927369 = ?,1,,963,967,973,,
1,0,Find Square Root of 374544 = ?,2,,622,612,618,,
1,0,Find Square Root of 683929 = ?,3,,837,823,827,,
1,0,Find Square Root of 248004 = ?,3,,488,492,498,,
1,0,Find Square Root of 131044 = ?,2,,368,362,352,,
1,0,Find Square Root of 777924 = ?,1,,882,888,352,,
1,0,Find Square Root of 318096 = ?,3,,554,566,564,,
1,0,Find Square Root of 944784 = ?,3,,978,982,972,,
1,0,Find Square Root of 670761 = ?,3,,811,829,819,,
1,0,Find Square Root of 732736 = ?,2,,866,856,854,,
1,0,Find Square Root of 528529 = ?,1,,727,723,737,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
