skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,7 8 4 0 7 x 6 = ?,3,,469442,471442,470442,,
1,0,5 0 5  1 x 5 = ?,1,,25255,2555,25155,,
1,0,7 1 0 7 6 x 6 = ?,1,,426456,426556,426446,,
1,0,9 4 0 x 5 = ?,2,,4600,4700,5700,,
1,0,4 7 3 9 x 9 = ?,3,,41651,42551,42651,,
1,0,8 6 0 1 8 x 8 = ?,2,,788144,688144,888144,,
1,0,9 4 6 5 x 5 = ?,2,,47315,47325,317065,,
1,0,8 0 9 x 9 = ?,1,,7281,7271,7291,,
1,0,4 7 3 7  4 x 8 =?,3,,378982,378892,378992,,
1,0,1 4 7 1 x 5 = ?,3,,70355,70455,7355,,
1,0,3 8 1 7 3 x 5 = ?,1,,190865,19865,190765,,
1,0,4 6 2 4 6 x 7 = ?,2,,323712,323722,323622,,
1,0,9 1 9 x 5 =?,3,,4585,4495,4595,,
1,0,6 7 0 6 7 x 7 =?,2,,469479,469469,469569,,
1,0,4 6 0 0 7 x 5 = ?,2,,230025,230035,23035,,
1,0,3 2 1  0 5 x 5 =?,1,,160525,16525,16535,,
1,0,6 0 1 8 x 7 = ?,1,,42126,41126,42136,,
1,0,7 3 0 7 1 x 6 =?,3,,438416,437326,438426,,
1,0,9 2 0 7 x 7 =?,1,,64449,64349,64439,,
