skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0, 1 0 4 3 x 1 0 0 9 = ?,2,,1052367,1052387,1052397,,
1,0,1 0 8 x 1 0 7 = ?,1,,11556,115056,11656,,
1,0, 1 1 2 4 6 x 1 0 0 0 7 = ?,1,,112538722,112537722,112538622,,
1,0,1 1 2 5 x 1 0 0 4 = ?,3,,11229600,1228600,11229500,,
1,0,1 1 7 x 1 0 4 = ? ,1,,12168,12178,12068,,
1,0,1 0 3 x 1 1 3 = ?,2,,11616,11639,11609,,
1,0,1 0 4 2 3 x 1  0 0 0 5 = ?,3,,104282015,10428115,104282115,,
1,0,1 0 8 3 x 1 0 0 8 = ?,1,,1091664,109164,1091644,,
1,0, 1 1 2 x 1 0 3 = ?,2,,11506,11536,115136,,
1,0,1 1 4 2 1 x  1 0 0 6 = ?,3,,1148842,1148652,1148852,,
