skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,4 4 6 X 1 8 = ?,3,,8038,7028,8028,,
1,0,FIND SQUARE OF 618 = ?,1,,381924,381816,381919,,
1,0,4 3 6 x 1 1 1 = ? ,3,,8396,78369,48396,,
1,0,4 7 8 3 9 DIVIDE BY 38  ?,3,,Q : 1248 R: 35,Q : 1257 R: 35,Q : 1258 R: 35,,
1,0,9 2 1 6 X 1 2 5 = ?,2,,1151000,1152000,1150000,,
1,0,4 9 7 6 X 2 2 2 2 = ?,3,,11156772,11056772,11056672,,
1,0,3 8 2 6 4 X 4 3 6 = ?,1,,16683104,16684004,16883104,,
1,0,FIND DAY ON 30 JUNE 3538 = ?,2,,MONDAY,TUESDAY,SUNDAY,,
1,0,FIND SQUARE OF 89209 = ?,3,,8958245661,7958245671,7958245681,,
1,0,8 4 7 0 3 X 4 6 8 7 = ?,1,,397002961,397002861,387012861,,
1,0,FIND QUBE ROOT OF 307546875 = ?,2,,625,675,665,,
1,0,FIND SQUARE ROOT OF 69696 = ?,3,,276,274,264,,
1,0,FIND DAY ON 12 FEB 1408 = ?,1,,FRIDAY,SATURDAY,SUNDAY,,
1,0,9 2 1 6 X 1 2 5 = ?,1,,1152000,1151000,1252000,,
1,0,9 8 8 X 9 8 = ?,2,,968240,96824,968024,,
1,0,WHICH IS NOT A PRIME NUMBER = ?,3,,17,19,21,,
1,0,FIND SQUARE ROOT OF 330625 = ?,3,,675,585,575,,
1,0,FIND SQUARE OF 708 = ?,1,,501264,501266,502264,,
1,0,9 2 0 6 8 + 8 0 9 2 9 + 7 7 6 8 9 + 4 7 8 5 7 = ?,2,,298443,298543,288543,,
1,0,FIND SQUARE OF 5052 ?,1,,25522704,25522604,25522404,,
1,0,FIND DAY OF 27 JAN 896 = ?,2,,WEDNESDAY,FRIDAY,SUNDAY,,
1,0,FIND SQUARE ROOT OF 234256 = ?,1,,484,486,474,,
1,0,FIND QUBE ROOT OF 6751269 = ?,3,,199,181,189,,
1,0,HOW MANY COMPOSITE NUMBER ARE THERE IN 1 TO 100 = ?,2,,75,74,73,,
1,0,FIND DAY OF 3 MAY 2630 = ?,1,,MONDAY,TUESDAY,WEDNESDAY,,
1,0,FIND QUBE ROOT OF 531441000 = ?,2,,910,810,890,,
1,0,5 2 4 9 DIVIDE BY 26 = ?,3,,Q : 201 R: 13,Q : 211 R: 23,Q : 201 R: 23,,
1,0,8 4 3 7 6 9 + 4 7 0 8 9 6 + 6 8 8 4 7 8 + 9 2 4 6 9 8 = ?,1,,2927841,2827741,2936841,,
1,0,FIND SQUARE ROOT OF 38809 = ?,2,,187,197,193,,
1,0,FIND DAY OF 25 MARCH 486 = ?,3,,SATURDAY,SUNDAY,MONDAY,,
1,0,Square of 198 = ?,1,,39204,38204,37204,,
1,0,7 9 2 0 6 DIVIDE 82 = ?,2,,Q: 975 R: 76,Q: 965 R: 76,Q: 955 R: 76,,
1,0,4 6 8 0 2 X 1 2 5 = ?,3,,5860250,5750250,5850250,,
1,0,FIND SQUARE ROOT OF 829921 = ?,2,,919,911,909,,
1,0,9 9 4 X 8 9 = ?,3,,88556,88456,88466,,
1,0,SQUARE OF 4716 ?,1,,22240656,22240646,22240556,,
1,0,HOW MANY PRIME NOS. ARE THERE BETWEEN 10 TO 100 = ?,2,,20,21,25,,
1,0,SQUARE OF 584 = ?,1,,341056,334056,34156,,
1,0,3 9 2 8 5 DIVIDE BY 5 = ?,2,,6857,7857,7867.5,,
1,0,6 4 0 8 9 X 1 1 1 1 = ?,3,,70203889,70238999,71202879,,
1,0,2 & 4 ARE CO-PRIME NUMBER = ?,2,,TRUE,FALSE,,,
1,0,9 2 6 1 7 DIVIDE BY 11 = ?,3,,8419,8418.9,8419.7,,
1,0,8 7 X 9 3 = ?,3,,8191,8093,8091,,
1,0,WHICH IS A PRIME NUMBER = ?,2,,1,2,4,,
1,0,FIND SQUARE OF 102 = ?,1,,10404,1044,11404,,
1,0,8 0 1 2 5 X 1 2 5 = ?,2,,10015125,10015625,10005625,,
1,0,2 IS A PRIME NUMBER = ?,1,,TRUE,FALSE ,,,
1,0,6 6 X 7 4 = ?,2,,4894,4884,4984,,
1,0,7 8 8 6 X 1 1 1 = ?,1,,875346,875356,875456,,
1,0,4 9 6 X 5 0 4 = ?,2,,249884,249984,250084,,
1,0,94385 DIVIDE BY 5 = ?,1,,18877,18867,19877,,
1,0,SQUARE OF 113 = ?,3,,127069,126169,12769,,
1,0,4 3 7 x 4 2 = ? ,1,,18354,16354,16454,,
1,0,4 5 2 x 2 2 = ?,2,,9922,9944,9924,,
1,0,Square of 503 = ?,3,,2539,25309,253009,,
1,0,46783 Divide by 5 = ?,1,,9356.6,8346.6,8356.6,,
1,0,Prime numbers are the numbers which are divisible by 1 and itself only.,1,,TRUE ,FALSE ,,,
1,0,67194 Divide by 11 = ?,2,,6118.6,6108.6,5108.6,,
1,0,94385 Divide by 5 = ?,1,,18877,18867,19877,,
1,0,6 7 0 8 4 x 9 2 7 = ?,1,,62186868,61287868,6217868,,
1,0,1 0 1 2 X 1 0 3 = ?,3,,1042360,105236,104236,,
