skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,5 3 4 5 6 - 7 9 6 8 = ?,1,,45488,46488,46488,,
1,0,4 6 2 1 7 - 8 5 4 8 = ?,2,,37769,37669,38458,,
1,0,4 5 2 0 6 - 2 8 8 5 7 = ?,3,,1 6 3 5 9,1 6 6 5 9,1 6 3 4 9,,
1,0,3 4 5 7 - 1 8 2 3 = ?,2,,1 7 3 4,1 6 3 4,1 5 3 4,,
1,0,7 1 4 8 7 - 5 3 1 9 6 = ?,1,,1 8 2 9 1,1 9 3 9 1,1 8 3 9 1,,
1,0,3 7 8 4 - 1 3 4 5 = ?,2,,2 3 3 9,2 4 3 9,2 5 3 9,,
1,0,7 8 7 4 5 - 1 9 4 7 2 = ?,3,,5 9 2 8 3,5 9 2 9 6,5 9 2 7 3,,
1,0,2 3 7 2 8 6 - 3 4 9 3 = ?,1,,2 3 3 7 9 3,2 4 4 7 9 4,2 4 4 7 9 5,,
1,0,5 2 0 7 2 - 4 5 6 = ?,2,,5 1 4 1 6,5 1 6 1 6,5 1 6 2 6,,
1,0,4 4 1 8 1 - 1 3 5 7 = ?,1,,4 2 8 2 4,4 2 9 2 5,4 3 0 2 5,,
1,0,2 6 5 3 4 - 1 7 4 0 6 = ?,3,,9338,9228,9128,,
1,0,1 3 1 5 6 4 - 3 4 5 9 = ?,1,,128105,128205,128305,,
