skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,Find 102% of 330.,1,,336.6,360.6,333.6,,
1,0,Find 101 % of 10.,2,,11,10.1,10.01,,
1,0,Find 5 % of 5.,2,,2.5,0.25,25,,
1,0,Find 35 % of 720.,1,,252,25.2,250,,
1,0,Find 102% of 330.,1,,336.6,360.6,333.6,,
1,0,Price of a mobile is rs.7000.There is an offer of 35% discount.Find the amount to be paid.,2,,2450,4550,4500,,
1,0,How much  % is 7 of 8 ?,1,,87.50%,12.50%,75%,,
1,0,Two numbers are 20 % & 25% of the 3 rd number respectively.How much is the 2 nd number greater than the 1 st number.,3,,80%,25%,20%,,
1,0,A shopkeeper purchased a A.c. for Rs.30200. He marked it's price up by 20%. Find the marked price.,3,,RS:36040,RS:24160,RS:36240,,
1,0,A Businessman made turn over of Rs.224 crore in FY.2021-2022. His profit was 15 %.How much profit did he make?,2,,RS:190.4 Crore,Rs:33.6 Crore,Rs:33 Crore,,
1,0,Petrol rate increased by 30%. If we reduced vehicle use by 30% Rs.90 saved/month. Find monthly expenses after increased in petrol rate ?,3,,RS.900,RS.1000,RS.910,,
1,0,Mango rate decreased by 25%. so we can purchase more mangoes by 4kg in Rs 1200.Find old rate of mango/kg.,2,,RS.75/kg,RS.100/kg,RS.80/kg,,
1,0,In 2020 india hockey team won 54 matches which was 90% of total matches played in 2020. Find the total matches played by indian hockey team.,2,,70,60,65,,
1,0,Payment of Neha increased by 50 % in march and then decreased by 50% in april. Find the total % profit/% loss?,2,,25% Profit,25% loss,50% loss,,
1,0,Milk rate increased by 60%. How much % milk consumption should be reduced to match the monthly expenses?,2,,30%,37.50%,35%,,
1,0,Anwar sell a fridge @ RS.9800 @ 30% Loss. Find cost price.,2,,12000,14000,15000,,
1,0,Reshma purchase a bag @ RS.450 & sell it at RS.396.Find % loss.,1,,12 % loss,25% loss,18% loss,,
1,0,"MRP of a washing machine is 51000, shopkeeper CP is RS.38000/-, If he gave 15% discount to a customer.Find the profit amount.",2,,5450,5350,5550,,
1,0,Punit purchased 25 bats @ RS 1600 /Bat & sell total Bats @ Rs.50000 .Find % profit.,1,,25%,20%,30%,,
1,0,"MRP of a car is 9,50,000.Distributors CP is 8,50,000.If he gave 5% discount to a customer.Find the profit amount.",2,,53500,52500,47500,,
1,0,"Difference between age of Ram & Sham is 7 years, Ram is elder than Sham. Age of their father is 61 year, Father is 3 years bigger than their mother. Ram’s age is half of his mother. Find Sham’s age  ?    ",1,,22 Years                   , 29 Years,27 Years,,
1,0,"Anjali is 32 years bigger than her Son, after 2 years  Anjali’s age will be Triple of her son.Find Anjali’s present age ?    ",2,,14 Years,46 Years,44 Years,,
1,0,Ratio of age of  Motu & Patlu is 7:3 & Addition of their age is 40 .Find the ratio of their age after 4 years ?    ,2,,28:12:00,2:01,1:02,,
1,0,Sameer have 4 children. 1st is 12 years bigger than 2nd  & 2nd is 5 years bigger than 3rd . & 3rd is 1 year bigger than 4th. Total of their age is 37 . Find the age of elder one ?    ,1,,21 Years            ,18 Years  ,15 Years,,
1,0,"Jasprit + Khalid have Rs.510 , Khalid + Akshar have Rs. 620  &  Jasprit + Akshar have Rs. 780 . Find  Akshar’s Amount.  ",1,,Rs. 445                 ,Rs. 335             ,Rs. 175,,
1,0,"After 8 months Tom left the business . At the end of year, find the ratio of there profit.  ",2,,3:05,3:04,4:03,,
1,0,"M & N Invested in a business in proportion of 3:2 , after 9 months M withdrawn his  capital . If they have to share there profit in ratio of  9:10 , find the investment time of N.     ",3,,11 Months              ,13 Months              ,15 Months              ,,
1,,"Manisha & Amisha started a Imitation Jewellery business with Rs.40,000 & Rs. 50,000 respectively. After 3 months Madhuri Joined them with capital of Rs. 80,000. If they made profit of Rs. 75,000 in 1 years . Find Madhuri’s share.  ",2,,"Rs. 20,000                  ",Rs. 30000             ,"Rs. 40,000",,
1,0," P started a Crockery business with capital of Rs. 35,000. After 2 months, Q  joined his business. If Q want 25 % more profit than  P at the end of year, how much capital should  Q need to be invest.",3,,Rs. 51250      ,"Rs. 55,000    ","Rs. 52,500",,
1,0,,,,,,,,
