skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,Find  Cube Root of  238328 =?,2,,65,62,63,,
1,0,Find  Cube Root of  85184 = ?,1,,44,45,46,,
1,0,Find  Cube Root of  456533 =?,3,,76,75,77,,
1,0,Find  Cube Root of  12167 = ?,2,,24,23,25,,
1,0,Find  Cube Root of  175616 = ?,1,,56,58,59,,
1,0,Find  Cube Root of  42875 = ?,3,,37,34,35,,
1,0,Find  Cube Root of  551368 = ?,2,,81,82,83,,
1,0,Find  Cube Root of  912673 = ?,1,,97,95,94,,
1,0,Find  Cube Root of  157464 = ?,2,,52,54,51,,
1,0,Find  Cube Root of  493039 = ?,1,,79,72,75,,
