skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,5 4 3 x 9 9 9 9 = ?,2,,5439456,5429457,542457,,
1,0,3 2 1 x 9 9 9 = ?,3,,3200679,320670,320679,,
1,0,5 8 4 6 3 x 9 9 9 9 9 = ?,1,,5846241537,5846341537,5846241538,,
1,0,8 4 2 1 x 9 9 = ?,2,,833669,833679,833779,,
1,0,9 2 4 1 x 9 9 9 = ?,3,,9231559,9231659,9231759,,
1,0,7 1 0 3 x 9 9 9 9 9 = ?,2,,7102992897,710292897,71022897,,
1,0,4 6 2 x 9 9 9 9 9 = ?,3,,46099528,4619538,46199538,,
1,0,3 8 0 1 x 9 9 9 9 = ?,1,,38006199,38016199,38006189,,
1,0,8 6 x 9 9 9 = ?,3,,85924,8514,85914,,
1,0,3 4 3 x 9 9 9 =  ?,1,,342657,342557,342667,,
1,0,2 5 2 5 x 9 9 9 9 = ?,2,,25248475,25247475,25247476,,
1,0,6 1 3 x 9 9 = ?,1,,60687,60487,60677,,
1,0,4 6 2 5 x 9 9 9 9 9 = ?,3,,462595375,46245375,462495375,,
1,0,8 1 0 4 x 9 9 9 9 = ?,1,,81031896,810391896,81041896,,
1,0,6 8 3 4 3 x 9 9 9 = ?,3,,68275657,68264657,68274657,,
1,0,2 6 3 1 x 9 9 9 9 = ?,1,,26307369,26306369,26306369,,
1,0,8 0 8 x 9 9 9 9 9 = ?,2,,807999192,80799192,8079192,,
1,0,7 0 2 x 9 9 = ?,3,,69488,69598,69498,,
1,0,1 8 3 4 2 x 9 9 9 9 9 = ?,1,,1834181658,1844181658,1834281658,,
1,0,7 6 x 9 9 9 9 = ?,3,,769924,75924,759924,,
