skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,4 2 x 2 5 = ?,1,,1050,1151,1152,,
1,0,4 4 x 2 5 = ?,2,,1200,1100,1125,,
1,0,3 5 7 x 2 5 = ?,3,,8 9 7 5,8 9 5 0,8 9 2 5,,
1,0,9 5 7 x 2 5 = ?,2,,2 3 8 5 0,2 3 9 2 5,2 3 8 2 5,,
1,0,2 4 7 6 x 2 5 = ?,1,,6 1 9 0 0,6 1 9 5 0,6 1 9 2 5,,
1,0,9 2 x 2 5 = ?,3,,2 2 0 0,2 4 0 0,2 3 0 0,,
1,0,5 3 x 2 5 = ?,1,,1 3 2 5,1 4 2 5,1 5 2 5,,
1,0,5 7 2 x 2 5 = ?,2,,1 5 3 0 0,1 4 3 0 0,1 4 5 0 0,,
1,0,2 5 8 x 2 5 = ?,3,,7 4 5 0,6 6 5 0,6 4 5 0,,
1,0,3 1 4 6 x 2 5 = ?,1,,7 8 6 5 0,7 6 8 5 0,7 9 8 6 0,,
