skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,4 3 X 1 2 = ?,1,,516,. 716,416,,
1,0,2 9 4 x 2 2 = ?,2,,6568,6468,6668,,
1,0,3 5 x 2 1 = ?,2,,4 3 5,7 3 5,8 3 5,,
1,0,5 4 x 3 6 = ?,1,,1 9 4 4,1 7 4 4,1 8 4 4,,
1,0,2 5 6 x 1 5 = ?,3,,3 7 4 0,3 6 4 0,3 8 4 0,,
1,0,3 4 8 x 4 8 = ?,3,,1 6 0 7 5,1 6 0 7 6,1 6 7 0 4,,
1,0,4 9 3 x 3 2 = ?,1,,1 5 7 7 6,1 6 7 7 6,1 7 7 7 6,,
1,0,3 8 2 x 3 6 = ?,2,,1 3 6 5 2,1 3 7 5 2,1 2 7 5 2,,
1,0,1 6 x 1 4 = ?,1,,2 2 4,2 3 4,2 5 4,,
1,0,4 8 x 2 8 = ?,1,,1 3 4 4,1 2 4 4,1 4 4 4,,
1,0,4 5 x 1 6 = ?,1,,7 2 0,6 2 0,8 2 0,,
1,0,3 4 4 x 2 5 = ?,3,,8 8 0 0,8 9 0 0,8 6 0 0,,
1,0,2 3 5 x 3 5 = ?,1,,8 2 2 5,8 3 3 5,8 4 4 5,,
1,0,5 3 2 x 2 4 = ?,2,,1 3 7 6 8,1 2 7 6 8,1 1 7 6 6 8,,
1,0,3 2 6 x 8 1 = ?,1,,2 6 4 0 6,. 2 7 4 0 6,2 8 7 9 6,,
1,0,1 6 5 x 4 5 = ?,3,,7 5 2 5,7 6 2 5,7 4 2 5,,
1,0,3 4 2 x 2 7 = ?,1,,9 2 3 4,9 3 3 4,9 4 3 2,,
1,0,4 6 x 3 2 = ?,2,,1 5 7 2,1 4 7 2,1 6 7 2,,
1,0,5 5 x 4 2 = ?,3,,2610,2410,2310,,
1,0,5 2 3 x 3 6 = ?,2,,16828,18828,18928,,
