skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,Choose Correct Table of 108?,1,,108 216 324 432 540 648 756 864 972 1080,108 216 324 442 540 648 766 864 972 1080,108 216 324 432 540 648 756 824 982 1080,,
1,0,Choose Correct Table of 137?,2,,137 274 411 548 685 832 959 1076 1233 1370,137 274 411 548 685 822 959 1096 1233 1370,137 274 451 548 685 821 959 1196 1233 1370,,
1,0,Choose Correct Table of 8234?,3,,8234 16468 24802 31936 41170 49404 57638 65872 74106 82340,8234 16368 24702 32936 41170 49404 57738 65872 74106 82340,8234 16468 24702 32936 41170 49404 57638 65872 74106 82340,,
1,0,Choose Correct table Of 542?,1,,542 1084 1626 2168 2710 3252 3794 4336 4878 5420,542 1084 1626 2268 2710 3352 3794 4336 4878 5420,542 1084 1526 2168 2718 3252 3794 4236 4878 5420,,
1,0,Choose Correct Table of 318?,2,,318 636 954 1232 1590 1908 2236 2544 2862 3180,318 636 954 1272 1590 1908 2226 2544 2862 3180,318 636 954 1272 1580 1908 2226 2543 2862 3180,,
1,0,Choose Correct Table Of 645?,3,,645 1290 1935 2680 3225 3870 4515 5260 5805 6450,645 1280 1935 2580 3225 3870 4615 5160 5805 6450,645 1290 1935 2580 3225 3870 4515 5160 5805 6450,,
1,0,Choose Correct Table Of 817?,2,,817 1624 2451 3268 4085 4902 5819 6536 7353 8170,817 1634 2451 3268 4085 4902 5719 6536 7353 8170,817 1634 2461 3268 4085 4902 5719 6546 7353 8170,,
1,0,Choose Correct Table Of 349?,1,,349 698 1047 1396 1745 2094 2443 2792 3141 3490,349 698 1057 1396 1745 2075 2443 2792 3141 3490,349 698 1037 1396 1745 2095 2443 2792 3241 3490,,
1,0,Choose Correct Table Of 826?,3,,826 1652 2478 3304 4140 4956 5482 6618 7434 8260,826 1653 2478 3304 4130 4956 5382 6608 7434 8260,826 1652 2478 3304 4130 4956 5782 6608 7434 8260,,
1,0,Choose Correct table Of 637?,1,,637 1274 1911 2548 3185 3822 4459 5096 5733 6370,637 1274 1911 2648 3185 3812 4459 5096 5733 6370,637 1274 1921 2548 3185 3822 4459 5086 5733 6370,,
1,0,Choose Correct Table oF 434?,3,,434 868 1322 1736 2270 2604 3138 3470 3906 4340,434 868 1302 1746 2170 2604 3138 3470 3906 4340,434 868 1302 1736 2170 2604 3038 3472 3906 4340,,
1,0,Choose Correct Table Of 647?,2,,647 1294 1941 2188 3135 3882 4529 5186 5823 6470,647 1294 1941 2588 3235 3882 4529 5176 5823 6470,647 1294 1941 2188 3335 3882 4529 5176 5833 6470,,
1,0,Choose Correct Table of 721?,3,,721 1442 2163 2894 3605 4326 5047 5868 6489 7210,721 1432 2163 2884 3605 4326 5147 5768 6489 7210,721 1442 2163 2884 3605 4326 5047 5768 6489 7210,,
1,0,Choose Correct Table Of 236?,1,,236 472 708 944 1180 1416 1652 1888 2124 2360,236 482 708 944 1180 1416 1662 1888 2124 2360,236 472 708 944 1188 1456 1652 1888 2124 2360,,
1,0,Choose Correct Table Of 2704?,3,,2704 5408 8112 10826 13520 16224 18918 21632 24336 27040,2704 5408 8812 12816 13520 16234 18928 21632 24336 27040,2704 5408 8112 10816 13520 16224 18928 21632 24336 27040,,
1,0,Choose Correct Table Of 5642?,2,,5642 11284 16926 22568 28220 33852 39494 45136 51778 56420,5642 11284 16926 22568 28210 33852 39494 45136 50778 56420,5642 11284 16926 22468 28210 33852 39494 45236 51778 56420,,
