skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,2 3 1 x 2 2 2 = ?,3,,51382,51482,51282,,
1,0,4 6 1 x 2 2 2 2 = ?,2,,1034342,1024342,1042342,,
1,0,4 2 3 6 x 2 2 2 = ?,1,,940392,940492,940372,,
1,0,2 3 8 2 4 x 2 2 2 = ?,3,,5 2 8 7 9 2 8,5 2 8 9 9 2 8,5 2 8 8 9 2 8,,
1,0,4 3 4 3 x 2 2 2 = ?,1,,9 6 4 1 4 6,9 6 5 1 4 6,9 6 7 1 4 6,,
1,0,5 4 2 x 2 2 2 = ?,2,,1 2 0 4 2 4,1 2 0 3 2 4,1 2 0 5 2 4,,
1,0,8 6 5 2 x 2 2 2 = ?,2,,1 9 2 1 7 4 4,1 9 2 0 7 4 4,1 9 2 2 7 4 4,,
1,0,6 9 7 2 x 2 2 2 = ?,1,,1 5 4 7 7 8 4,1 5 5 7 7 8 4,1 5 4 8 8 7 8 4,,
1,0,4 6 6 9 x 2 2 2 2 = ?,3,,1 1 3 7 5 5 1 8,1 1 3 7 5 6 1 8,1 0 3 7 4 5 1 8,,
1,0,2 5 6 x 2 2 2 = ?,1,,5 6 8 3 2,5 7 8 3 2,5 9 8 3 2,,
1,0,6 3 9 x 2 2 2 = ?,3,,1 4 1 9 8 9,1 4 1 6 7 8,1 4 1 8 5 8,,
1,0,2 6 6 x 2 2 2 = ?,2,,5 8 0 5 2,5 9 0 5 2,5 7 0 5 2,,
1,0,3 9 1 x 2 2 2 = ?,3,,8 6 9 0 2,8 6 7 0 2,8 6 8 0 2,,
1,0,8 2 4 1 9 x 2 2 2 2 = ?,1,,1 8 3 1 3 5 0 1 8,1 8 3 2 3 5 0 1 8,1 8 3 1 6 5 0 1 8,,
1,0,4 3 2 5 x 2 2 2 = ?,2,,9 7 0 1 5 0,9 6 0 1 5 0,9 8 0 1 5 0,,
1,0,5 6 7 x 2 2 2 = ?,1,,1 2 5 8 7 4,1 2 5 8 8 4,1 2 6 8 7 4,,
1,0,7 8 9 x 2 2 2 = ?,2,,1 7 6 1 5 8,1 7 5 1 5 8,1 7 5 2 5 8,,
1,0,9 5 2 1 x 2 2 2 = ?,1,,2 1 1 3 6 6 2,2 1 1 3 8 6 2,2 1 2 3 6 6 2,,
1,0,1 4 2 8 9 x 2 2 2 2 = ?,2,,3 1 7 8 0 1 5 8,3 1 7 5 0 1 5 8,3 1 9 5 0 1 5 8,,
1,0,8 7 6 x 2 2 2 = ?,1,,194472,195472,194972,,
