skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,6 2 4 + 2 5 7 = ?,2,,891,881,831,,
1,0,3 4 7 + 6 2 8 = ?,3,,875,775,975,,
1,0,8 2 4 + 5 3 4 =?,1,,1358,1258,1458,,
1,0,3 7 4 + 5 4 6 = ?,2,,8 2 0,9 2 0,7 2 0,,
1,0,6 7 8 + 2 3 1 = ?,1,,9 0 9,1 0 0 9,8 0 9,,
1,0,9 5 7 + 2 4 7 = ?,3,,1 0 3 4,1 0 2 4,1 2 0 4,,
1,0,4 3 6 + 7 8 5 = ?,1,,1 2 2 1,1 3 3 1,1 1 2 1,,
1,0,6 4 7 + 2 8 7 = ?,2,,9 2 4,9 3 4,9 4 4,,
1,0,3 7 4 + 5 2 8 = ?,1,,9 0 2,8 0 2,8 0 2,,
1,0,8 2 7 + 8 9 5 = ?,1,,1 7 2 2,1 7 3 2,1 7 4 4,,
1,0,4 7 5 + 2 7 8 = ?,2,,7 5 5,7 5 3,7 5 4,,
1,0,7 2 7 + 7 5 4 = ?,2,,1471,1481,1491,,
