skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,On which Day 19 Nov.1973?,3,,Sunday,Tuesday,Monday,,
1,0,On which Day 17 Feb.1944?,2,,Wednesday,Thursday,Friday,,
1,0,On which Day 11 April. 2000?,3,,Wednesday,Friday,Tuesday,,
1,0,On which Day 28 Jan.1900?,1,,Sunday,Saturday,Monday,,
1,0,On which Day 27 Feb.1800?,2,,Tuesday,Thursday,Wednesday,,
1,0,On which Day 11 Feb.1808?,1,,Thursday,Wednesday,Tuesday,,
1,0,On which Day 5 Feb.1747?,2,,Wednesday,Sunday,Friday,,
1,0,On which Day 31 May. 1944?,1,,Wednesday,Friday,Saturday,,
1,0,On which Day 8 Aug.1789?,2,,Friday,Saturday,Sunday,,
1,0,On which Day 16 Dec.1881?,3,,Sunday,Monday,Friday,,
