skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,Find Square of 415 = ?,1,,172225,173056,173889,,
1,0,Find Squares of 452 = ?,3,,205209,206116,204304,,
1,0,Find Squares of 907 = ?,2,,820836,822649,822049,,
1,0,Fin d S q u a r e s o f 4 7 5 = ?,1,,2 2 5 6 2 5,2 2 6 5 7 6,2 2 8 4 8 4,,
1,0,Fin d S q u a r e s o f 6 5 3 = ?,2,,4 2 7 7 1 6,4 2 6 4 0 9,4 2 9 0 2 5,,
1,0,Fin d S q u a r e s o f 8 6 1 = ?,1,,7 4 1 3 2 1,7 3 9 6 0 0,6 4 3 0 4 4,,
1,0,Fin d S q u a r e s o f 3 7 4 = ?,2,,1 4 0 6 2 5,1 3 9 8 7 6,1 4 1 0 0 0,,
1,0,Fin d S q u a r e s o f 5 4 5 = ?,2,,2 9 8 1 1 6,2 9 7 0 2 5,2 9 9 2 0 9,,
1,0,Fin d S q u a r e o f 9 2 9 = ?,1,,8 6 3 0 4 1,8 6 1 1 8 3,8 6 1 1 8 4,,
1,0,Fin d S q u a r e o f 4 1 8 = ?,3,,1 7 3 0 5 6,1 7 3 8 8 9,1 7 4 7 2 4,,
1,0,Fin d S q u a r e o f 3 0 8 = ?,1,,9 4 8 6 4,9 5 4 8 1,9 3 9 4 0,,
1,0,Fin d S q u a r e o f 5 8 9 = ?,1,,3 4 6 9 2 1,3 4 8 1 0 0,3 5 0 4 6 4,,
1,0,Fin d S q u a r e o f 4 6 6 = ?,1,,2 1 7 1 5 6,2 1 8 0 8 9,2 1 9 0 2 4,,
1,0,Fin d S q u a r e o f 2 7 4 = ?,2,,7 5 6 2 5,7 5 0 7 6,7 6 1 7 6,,
1,0,Fin d S q u a r e o f 5 6 8 = ?,3,,3 2 1 4 8 9,3 2 3 7 6 1,3 2 2 6 2 4,,
1,0,Fin d S q u a r e o f 1 7 2 = ?,2,,2 9 9 2 9,2 9 5 8 4,3 0 2 7 6,,
1,0,Fin d S q u a r e o f 7 1 4 = ?,1,,5 0 9 7 9 6,5 1 1 2 2 5,5 1 2 6 5 6,,
1,0,Fin d S q u a r e o f 8 2 6 = ?,1,,6 8 2 2 7 6,6 8 3 9 2 9,6 9 0 5 6 1,,
1,0,Fin d S q u a r e o f 7 5 5 = ?,2,,5 7 1 5 3 6,5 7 0 0 2 5,5 7 3 0 4 9,,
1,0,Find square of 347 = ?,1,,120409,119716,121104,,
