skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,Find day on  23 june 1998.,1,,Tuesday,Monday,Wednesday,,
1,0,Find day on  13 Dec. 2001 .,2,,Sunday,Thursday,Saturday,,
1,0,Find day on  4 Apr 2000,3,,Friday,Thursday,Tuesday,,
1,0,Find day on  10 Sept. 2015,2,,Tuesday,Thursday,Friday,,
1,0,Find day on  27 Feb 2022,3,,Tuesday,Friday,Sunday,,
1,0,Find day on  18 Jan 2018 .,1,,Thursday,Friday,Tuesday,,
1,0,Find day on  6 Aug 1947 .,3,,Sunday,Thursday,Wednesday,,
1,0,Find day on  22 Oct.1999.,2,,Monday,Friday,Sunday,,
1,0,Find day on  13 Jan 1996,1,,Saturday,Thursday,Friday,,
1,0,Find day on  17 July 1906.,2,,Friday,Tuesday,Wednesday,,
