skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,9 8 x 9 7 = ?,2,,9606,9506,956,,
1,0,9 9 7 x 9 9 2 = ?,3,,9890024,98924,989024,,
1,0,9 9 8 2 x 9 9 9 7 = ?,2,,99790064,99790054,9979054,,
1,0,9 8 x 9 9 = ?,3,,97002,972,9702,,
1,0,9 9 1 x 9 8 9 = ?,1,,980099,98099,980089,,
1,0,9 9 7 4 x 9 9 8 9 = ?,2,,99630386,99630286,9936286,,
1,0,9 9 8 x 9 9 7 = ?,3,,995016,99506,995006,,
1,0,9 5 9 8 x 9 9 8 8 = ?,2,,95864724,95864824,95865824,,
1,0,9 3 8 x 9 8 9 = ?,1,,927682,927672,927662,,
1,0,9 2 x 9 1 = ?,2,,8362,8372,8472,,
1,0,9 9 2 x 9 9 5 = ?,3,,988040,98740,987040,,
1,0,9 7 0 6 x 9 9 8 5 = ?,1,,96914410,96914420,96914310,,
1,0,8 5 x 9 4 = ?,3,,8090,7980,7990,,
1,0,8 9 8 x 9 9 4 = ?,1,,892612,892512,892622,,
1,0,9 9 8 x 9 9 4 = ?,3,,992022,99212,992012,,
1,0,9 0 x 9 6 = ?,2,,8630,8640,8540,,
1,0,9 4 8 x 9 9 0 = ?,1,,938520,938420,938320,,
1,0,8 6 x 9 7 = ?,2,,83042,8342,8332,,
1,0,7 4 x 9 8 = ?,3,,72052,7242,7252,,
1,0,9 9 0 x 9 8 2 = ?,1,,972180,973180,972280,,
