skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,4 5 x 2 5 = ?,1,,1125,1225,1135,,
1,0,1 5 5 x 2 3 5 = ?,2,,37525,36425,36525,,
1,0,3 5 x 7 5 = ?,3,,2725,2825,2625,,
1,0,6 5 x 8 5 = ?,3,, 3 8 1 2 5,3 7 2 2 5,3 7 1 2 5,,
1,0,1 6 5 x 2 2 5 = ?,3,,3 8 1 2 5,3 7 2 2 5,3 7 1 2 5,,
1,0,2 5 x 6 5 = ?,2,,1 7 2 5,1 6 2 5,1 9 2 5,,
1,0,7 5 x 5 5 = ?,1,,4 1 2 5,4 2 2 5,4 3 3 5,,
1,0,1 9 5 x 1 7 5 = ?,2,,3 4 2 2 5,3 4 1 2 5,3 4 3 2 5,,
1,0,6 5 x 4 5 = ?,3,,2 8 2 5,2 7 2 5,2 9 2 5,,
1,0,1 9 5 x 2 3 5,1,,4 5 8 2 5,4 5 6 2 5,4 5 7 2 5,,
