skill_id,is_challenge,question,answer,explantion,option_1,option_2,option_3,option_4,option_5
1,0,2 1 1 x 2 0 7 =?,1,,43677,42677,41677,,
1,0,5 1 4 x 5 0 6 = ?,2,,261184,260084,262284,,
1,0,4 3 7 x 4 1 1 = ?,3,,1 7 9 6 0 8,1 7 9 6 0 9,1 7 9 6 0 7,,
1,0,9 1 2 x 9 0 3 = ?,2,,8 2 3 6 3 6,8 2 3 5 3 6,8 2 3 5 2 6,,
1,0,4 6 x 4 3 = ?,1,,1 9 7 8,1 9 8 8,1 9 6 8,,
1,0,3 1 6 x 3 2 1 = ?,2,,1 0 1 5 3 6,1 0 1 4 3 6,1 0 1 4 3 8,,
1,0,8 2 4 x 8 0 4 = ?,3,,6 6 2 5 9 6,6 6 2 6 9 6,6 6 2 4 9 6,,
1,0,3 0 4 x 3 1 1 = ?,1,,9 4 5 4 4,9 5 5 4 4,9 4 6 4 4,,
1,0,4 1 2 x 4 0 8 = ?,2,,1 6 6 0 9 6,1 6 8 0 9 6,1 6 7 0 9 6,,
1,0,7 4 1 x 7 0 2 = ?,3,,5 2 0 1 7 2,5 2 1 1 9 2,5 2 0 1 8 2,,
1,0,6 1 1 x 6 0 2 = ?,1,,3 6 7 8 2 2,3 6 7 7 2 2,3 6 8 2 7 2,,
1,0,8 1 4 x 8 0 8 = ?,3,,6 5 4 2 7 2,6 5 7 8 1 2,6 5 7 7 1 2,,
1,0,6 7 x 6 3 = ?,2,,4 2 3 1,4 2 2 1,4 2 4 1,,
1,0,3 4 2 x 3 0 5 = ?,1,,1 0 4 3 1 0,1 0 4 3 1 0,1 0 4 3 2 0,,
1,0,7 2 3 x 7 0 4 =?,3,,508892,509992,508992,,
1,0,2 4 1 x 2 0 4 = ?,1,,49164,49264,49364,,
